id,attribute_ids
00003808,46 59 70 89
00000402,14 25 37
00001582,8 32
00006405,18 66 73 80 84
00003561,48 59 77
00002657,11 52 54 95
00001156,8 10 31 52
00001546,47 48 70 87
00003317,8 21 46 59
00000084,28 54 58 73 80 93
00003877,8 58 84 87
00003697,28 47 67 73 89
00006536,12 40
00000912,10 31
00006718,1 5
00003830,3 52 58 80
00001345,46 70
00000433,48 59 66
00002658,47 52 85
00000060,3 28 52 73
00001080,71 73 93 94
00003582,8 30 40 41 42
00001193,46 70 87
00000587,21 52 66 87
00002748,5 8 31 89
00002165,47 70 87
00001040,14 40 46 58 73 80 82 0
00002472,46 70 96
00002562,8 48 72 84 87
00003118,48 52 67 84
00000033,46 52 76 77
00001713,24 58 85 94
00002786,58 64 80 85
00006309,66 68 87
00004324,30 44 49 58 89
00001026,46 65 89
00006483,10 36
00000429,52 73 85 94
00003485,13 58
00003829,58 64 84
00000977,8 32 42
00004392,48 73 84 87 88 89
00000183,8 70 89
00000316,54 58 84 89 94
00003753,52 73 84 0
00003952,50 52 58 66
00002011,46 52 70 96
00003450,46 66 82 84 85 93
00003944,48 66 84 87
00003922,21 50 58 66
00001461,9 28 30 49 58 87
00004218,5 8 73 84 88 94 96
00003280,46 70 87 101
00004078,5 16
00001205,17 52 58
00006712,9 68 76
00000450,24 70 96 101
00002607,47 70 73 80
00000448,47 58 84
00003799,65 73
00003670,58 73 80
00001217,48 70 82 84 87
00003979,48 87
00003870,29 30 58
00006467,5 17
00002400,37 54
00006560,9 40 80
00002070,46 58 70 87
00003674,48 52 84 88
00006472,5 13
00002019,12 25 29 41 89
00003591,48 73 80
00002368,30 41 46 58 73 80 0
00001854,46 70 87
00002631,47 72 81
00002839,30 50 67 73 89
00003424,48 70 84 87
00002894,66 67 73 82 89 94
00001132,25 52 58 81 0
00004329,52 58
00003372,11 37 54 70 89
00006285,8 10 22
00001825,47 58 73 80
00003180,51 52 85
00000326,5 13
00004141,5 8 37
00003574,37 52 58
00001481,54 73 82 87
00002552,47 70 84 96
00001170,47 52 67 72 87
00000186,10 37
00001452,8 30
00004249,70 82 83
00003493,8 24 73 77 82 89
00002904,41 48 87
00002874,8 58
00002593,12 30
00000926,9 49 52 58 73
00002334,9 58 73 89 93 94
00002359,57 73 76
00000472,3 46 52 58 70 87 89
00000427,3 48 58
00006808,52 68 89
00000921,9 58 84 88 90 98
00002967,41 50 58
00003427,37 47 70 85
00001380,37 52 67 73
00003556,8 46 47 59 70 93
00002297,8 29 30 44
00002376,35 67 73
00006446,18 49 66
00000064,52 62
00000272,71 73 93 94
00001877,58 82
00003889,49 52 70
00003953,54 70 72 84 87
00002922,47 66 81 82
00003464,9 37 53 54 58 73 80 93
00002466,9 73 82 87 94
00000868,8 48 72 84 87
00001561,46 58 73 80 84
00004386,46 59 64 73 89
00003326,5 30
00000571,54 59 73 87 93
00003610,37 48 70 72 84 96
00006504,15 36
00001923,8 30
00006440,1 5
00000078,24 66 73 80 102
00001947,48 52 67 73 80
00000867,52 72 76 82 84 87 90 94
00003293,47 64 96
00006584,8 17 48 89
00004334,10 30
00003462,3 46 52 58 82
00000787,52 62 87
00003129,47 58 87 94
00000134,47 70 84 87
00000137,58 65
00003983,56 65 89
00004211,51 52
00001001,48 59
00002651,9 49 58 70 95
00006788,1 5 9 15 22
00000854,17 48 84 87 89
00003067,24 64 84 89
00001151,3 21 47
00002237,24 46 95
00002428,8 37 71 78
00003371,58 84
00000126,44 52
00002594,5 41
00000157,48 66 72 84 87 0
00001316,14 44
00002160,52 58
00000770,44 48 73 87
00001384,8 9 73 84 85 87
00000361,58 59 67 80 82
00000338,54 73 80
00003548,46 84
00003645,47 70 73 84 96
00002965,9 46 58 73 80 93
00002248,10 32
00003603,10 30
00001428,37 52
00002423,1 5
00000103,51 70
00006421,5 13
00002351,24 58
00003973,8 10 30
00000358,46 67 73 82 89 93
00000321,48 66 70 84 87
00001242,46 67 70 73 96
00000092,48 66 84
00001060,48 70 89
00000650,9 24 47 52 59 76
00000015,54 84 87 96
00000674,37 48 65
00000805,10 13
00002147,8 11 52 66 67 73 89 93
00003978,47 70 84
00002811,46 70 84 85
00006713,49 55
00004373,8 9 28 35 58 73
00002485,30 52
00000105,24 73 85
00000708,8 25 30
00001325,46 59 84
00002892,10 31
00003325,24 32 58 67
00001606,46 65 84 93 95
00003742,51 84 93 95
00000461,54 70 84 87
00003762,61 73 89
00006826,43 45
00004028,48 59 85 89 95
00003882,82 84 88
00003844,46 52 82 84 89
00006425,55 65 76 89
00003403,48 82
00001737,5 58 84
00000632,48 66 76 96
00001940,30 37 42 49 58
00006748,5 13
00003087,58 59
00004208,48 66 84
00001991,52 83 84
00006702,66 68 96
00003457,8 72 84 87 88
00006749,13 58
00003255,48 73 87 0
00006477,9 40 46 58
00002572,73 93 96
00001331,61 73
00006763,37 48 79
00001788,8 82 84 88
00002930,48 52 87
00001764,46 70 81 84 91
00004350,48 73 82
00003263,73 76 94
00003313,5 52
00000003,48 84 85 87
00003463,58 73 102
00002236,3 11 44 47 52 95
00006653,5 22 26
00001960,3 46 58 73 80 82 93
00000864,47 70 84 85
00006533,10 13 44
00000308,52 62
00006855,11 14 36
00003361,24 52 73 82 84 88 94
00003382,14 30 34
00002450,46 64
00006411,68 89
00000886,11 47 73 80 82
00003074,8 30 31 33 52 58
00002063,30 34 42
00001494,47 58 70 87
00006339,65 69 73
00001288,11 24 49 52 58 66
00000724,11 46 58 94 0
00003030,3 8 31 96
00006500,50 81
00000289,48 66 72 84 87
00002347,8 10 11 0
00003858,46 70 79
00000933,11 67 87
00003554,44 73 93 94
00001596,67 89
00006310,47 80 81
00000848,66 87 101
00000303,48 66 96
00004105,11 30 37
00006778,12 17
00000220,47 49 59 78
00001351,76 78 84 93
00002902,24 70 73 87 98
00004080,32 40 89
00006494,26 48 81
00002512,8 67
00006424,66 68 85
00004258,46 67 84
00004384,14 44
00002348,12 30
00004251,24 49 70 93
00006622,12 36
00002270,46 58 82 93 0
00003782,10 25 38
00000039,58 73 89
00003003,9 52 58 70 73 82 98
00003417,10 37
00003331,61 85
00003706,37 54 66 84
00004158,48 65 101
00001872,8 30
00003527,37 46
00003975,8 11 54 89 0
00006616,10 37
00002550,3 24 52 58 67 80 82
00006336,84 89 90
00002491,5 8 37 53 54
00002570,16 49 58 94
00006409,49 70 80 84 93
00004316,5 8 30
00002185,9 28 56 59 80
00003289,48 50 58 80 93
00004246,46 70 95
00002414,46 70 72 73 87
00001140,48 64 70 91
00001911,46 70 95
00001313,8 10 13
00000127,10 30 32
00001462,3 61 84 88
00000707,8 47 48 52 58 70 80
00002704,3 52 84
00001160,47 72 84 87 90
00002140,48 70 87
00006730,49 65 87
00002369,48 50 65 87
00006429,5 17 26
00001301,37 54 66 87
00001879,10 29
00006669,55 65 71
00000658,9 54 64 87
00000807,32 52 67
00006380,10 40 89
00004082,47 73 80 84 89
00000189,48 52
00003336,30 32 52 67
00002152,58 66 87
00001642,8 52 58
00003431,46 52 66 84
00000643,9 49 73 82
00001609,48 84
00003416,46 70 84 91
00001487,5 11 37 41
00003226,46 52 70 87
00003478,46 58 59 73 80 93
00001011,46 58 73 80 93
00003719,56 65 87
00002093,12 30 44
00002758,10 37
00003931,9 24 37 47 73 89
00006417,40 47 52
00001762,46 57 70 73 89
00003738,5 59 81
00002181,3 58 94
00004241,46 50 58 80 96
00003750,57 80 82 84 94
00003487,41 58
00002765,51 52 89
00001441,46 65 84 87
00003501,8 46 70 84 87 101
00003908,8 37 54
00001312,10 37
00001232,5 13 24 58
00002338,10 30
00002860,52 54 82 89
00000954,48 52 88 94
00002890,14 29 34
00003831,8 48 84
00006368,8 27
00000636,35 54 70
00001832,8 30
00003696,21 54 73 94
00003324,3 8 9 46 52
00001095,50 66 98
00000785,44 46 58 67 73 80
00003604,33 67 89
00002486,37 54 70 95
00002205,24 50 67 70
00003560,8 30 32
00001236,25 57 58
00003094,33 37 48 73 80 94
00002698,8 48 67 73 82 89 93
00000405,11 47 65
00000635,44 58
00003015,8 45 52 67 0
00003018,8 30 32 89
00001131,34 37 47
00001646,8 10 30
00001658,48 65 87
00003621,8 32 58 89
00002388,47 48 59
00000346,4 30 58
00001430,10 29
00002199,46 70 84
00003490,8 47 87 91
00002633,37 46 58 59 73 84
00006800,17 28 44
00003109,8 50
00006329,24 47 65 80 92
00002571,10 30 34
00002384,47 70 84 87
00002738,25 52
00003726,48 52 73 87
00002023,48 52 59 64
00003104,47 52 59 70 87 101
00001679,8 54 70 73
00004367,46 52 58 82 93
00003988,8 10 30 42
00006485,46 85 89 97
00004366,5 9 32
00001318,17 25 52 84
00002615,8 46 70 87 0
00004120,8 48 52 82
00002284,8 10 30
00002128,46 70 101
00000278,46 52
00004027,50 67 84 87
00001728,3 46 58 0
00001643,8 67 73 80 82 0
00002074,37 47 66 87 89
00001070,44 46 52 73 89 93
00001334,4 12 30
00004223,8 40
00006745,36 67
00002869,8 30 44 52 67
00001119,9 51 77 84 87 89 0
00001710,17 22 25 39 41 52 57 68
00001972,34 37 48 84
00003039,8 48 66 95
00000416,3 46 73 80 82
00000817,28 37 50 52 73 91
00000553,47 59 70
00003402,10 30
00003163,48 50 66 84 87 88 95
00002691,22 38
00000818,46 65 95
00001324,52 70 87 89
00004376,11 31 37
00002590,2 30 58
00000800,10 31
00001277,50 66 87
00004265,47 70 87
00003981,10 17 30
00002335,49 58 64
00000175,24 48 52 58 73 80
00003878,8 10
00002781,46 70 87
00004389,48 58 73 80 93
00000634,37 48 84 85 89
00000754,14 37 0
00002500,48 58 59 70 72 84 87
00002067,46 70 82 85 89
00001031,9 37 54 82 84 94
00002769,43 46 58 89
00003917,44 50 52 58 73 80 81 94
00003435,37 56 89
00001021,35 46 70 84 90
00000971,10 30
00001081,52 58 82 89
00000318,9 58 67 70 73 80 82
00002861,46 70 85 89
00002124,3 52
00000294,47 48 66 84 87
00000950,46 70 73 89
00004041,31 52 58
00000282,47 48 64 87
00002719,48 72 80 93
00000809,46 52 65 84 89
00000922,54 59 84 95
00003926,9 10 32
00003932,12 29 44
00003565,8 48 70 72 76 87
00001088,52 56 65 82 89
00000328,4 10
00003537,47 58 73 80
00003963,48 89
00003323,5 30
00001016,46 70 84 95
00006474,9 31 40 41 89
00003919,5 9 49 73 96
00006856,1 10
00003062,8 47 58 59
00002382,76 84 87 88 93 96
00001706,8 47 59
00006772,49 65 94
00002097,3 8 48
00003250,48 70 87
00002405,8 58
00001218,51 70 84 95
00004083,8 61
00003652,32 67
00000497,32 52 67 89
00006365,11 54 55 87
00000987,48 70 84
00000875,46 70 84
00004076,5 10 31 37
00002714,9 46 58 73 80
00004129,28 43 89 94
00003251,46 70 84 96
00006450,9 34 45 50 67
00001842,48 52 88
00003989,5 8 41 49 84 90
00003822,10 13
00000447,30 32 67
00002426,37 65 73 89
00002459,8 13 49 58 80
00002282,17 37 71 82 89
00001007,48 58 66 101
00001811,50 73
00006493,17 58
00006680,37 45
00004035,48 64 73
00002438,48 65 73
00000208,46 70 84
00004144,8 10 33
00002066,12 29 30 32 89
00006684,4 5
00001198,47 52 58 73 80 82
00000424,46 48 95
00002261,48 52 66 72 84 96
00001727,37 54 89
00000903,8 46 58 67 94
00000714,48 52 59 70 96
00000681,37 46 71 89
00003788,51 85
00000392,67 82 87 96
00002864,8 46 70 84 91
00001501,3 54 95
00002194,49 58 73 89
00003992,8 84 87 88
00006859,10 0
00001839,44 54 70 87
00003168,24 46 70 87
00004016,37 52 67 89
00004281,48 70 87
00006628,5 9 35 49
00001524,52 59 67 87
00002025,46 70 87
00000934,50 58 73 80 84 88
00000044,37 42 44 54 73 80 89
00003839,5 13
00000833,48 66 73 82
00003498,9 58 82
00000869,54 66 87 94
00003332,52 67
00002944,8 32 67
00001566,50 57 73
00002123,52 73 96
00002001,48 52 59 87
00004271,14 37
00000436,24 44 58
00004330,61 87
00000788,9 46 70 85
00000142,59 67
00000694,48 66 85
00000213,52 85
00002662,48 84 87
00000961,49 59 70 94
00001745,47 67 84 97
00003740,13 30 32 58 89
00000891,46 81
00000638,48 49 66 84
00002808,46 70 84 93
00001102,14 31 37
00003863,24 73 80
00000122,8 10 30
00000224,8 10 31
00003195,48 66 87
00001267,37 44 48 52 93
00002764,12 29
00002315,30 52 89
00003482,8 72 84 87 0
00002251,8 46 59 70 93 98 101
00000662,48 65 84 96
00003968,37 61 70 84 96
00002567,5 11 25 41 42 44 0
00000904,51 70 84 91 95
00006283,5 8 17
00002833,46 70 84
00004346,67 70 71 93
00006378,82 94
00000407,3 46 58 80
00006428,82 93 98
00000417,52 56 66 73
00002144,48 70 84
00000085,47 71 77 100
00001526,9 13 18 67
00002275,5 48 52 66
00006447,48 49 80
00001550,58 73 89
00001878,56 66 84 93 96
00000350,13 58
00003496,48 66 70 77 84
00000087,29 30 40 52
00006542,31 40 58
00003305,52 76 84 87 88
00002535,48 84 87
00003440,37 48 66 89
00002946,48 70 84 93 98
00003622,46 58 59
00006832,1 81
00001047,24 28 50 82
00002224,10 16
00001369,37 48 101
00003390,3 46 80
00002579,24 31 33 49 52 67
00006509,71 78 94
00002643,46 52 84
00003399,10 25
00003827,44 49 67
00003270,47 66 87
00000748,8 29 84 88
00002862,49 58 67
00000487,4 8 10 30
00006527,12 27
00003796,48 66 87 93 94
00000067,24 54 72 82 84 87 96
00001714,46 80 84 91
00002517,48 66 87
00006658,19 48 66
00006787,17 54 95
00000283,9 30 52 58
00006545,12 34
00002600,48 70 89 95
00003977,10 30 32
00002903,30 33 44
00006619,4 27
00003881,24 48 67 70 73
00003200,47 65 87 0
00001851,10 31
00004045,48 84 87
00002531,48 66 87
00002264,46 66 73 82
00003492,47 52 70 72 87
00000477,24 52 72 80 82 84 91
00000509,48 57 59
00002132,47 70 87
00006458,27 58
00006360,15 61
00001332,8 22 31 67
00000072,37 52 54 56 66 85
00001374,48 67 72 84 87
00006700,35 47 89 93
00001297,46 58 73
00000791,14 48 52 70 87
00001182,47 70 84 87 95
00001097,50 52
00002502,48 70 73 85 89 94
00006581,22 85
00000981,24 44
00001821,9 16 36
00000846,8 87
00004318,32 67
00003368,46 52 59 70
00001429,37 69 70 73 89 94
00000506,50 67 70 80 89
00002091,48 80 84
00004273,46 58 59 87
00001915,3 9 46 58 73 80 93
00006844,51 66
00006358,5 17 19 22 23
00001455,49 61
00004264,48 66 73 76 87 0
00002008,30 58 67
00000167,46 48 72 87 89
00000499,8 10 30
00003901,46 70 95
00003472,50 52 70 87
00000053,3 47 58 73
00003549,61 73
00001617,49 70 84 91
00001190,10 52 70 73 80 82 87 89 92
00003455,25 34 58
00000621,46 73 80 82
00002700,3 9 13 46 58
00006282,37 54 93
00001918,12 31 33 37 89
00002702,48 84 89 96
00003592,9 76 89 101
00000577,46 52 59 70 73 95
00003017,48 64
00000892,47 59
00003828,48 66 87
00001449,9 46 72 82 84 87
00001685,46 70 85
00004153,12 29 30
00002656,37 54 70 84 89
00006587,34 48
00001283,37 54 59 89
00000228,9 14 52 58 73
00003532,50 52
00000496,10 33
00000885,12 89 94
00001917,10 30
00002254,48 49 70 84 87
00006308,35 37
00003394,48 65 87 93
00003745,24 46 66 82 92 93
00001955,46 59 70
00002125,46 52 58 59
00000786,46 70 73 87
00006281,12 36
00000052,61 73 93 94
00002660,48 58 59 66
00006644,18 28 29 34 89 94
00000686,61 94
00003540,44 48
00000432,46 70 95
00002574,32 44 58
00001035,9 82 83 84 88 89 94
00002156,37 57 71 76 89 93 94 0
00002018,5 31
00002274,47 58 65 70 93
00000370,48 73 91
00001188,37 47 70 84
00000930,9 41 47 58
00002454,57 88
00003825,35 50 73 82 94
00000541,9 47 54 58 59 76
00000281,10 13
00001598,8 30
00003032,9 58 59 84
00001853,47 70 87
00003550,30 67
00000777,72 84 91 93
00001553,37 54 66
00002834,48 59 85
00001992,12 32
00002260,14 37 50 52 73 80 93
00004286,11 37 51
00000821,4 8 31
00003864,46 58 70 94
00006597,18 66
00002141,52 64 84 87
00000351,52 56 58
00006319,55 58 71 89
00002148,37 54 70 73 80 82 93 101
00004287,9 22 30
00000931,46 84 91
00002870,10 30
00003954,8 52 66 67 73 89 93
00000158,58 73 76 80 93
00003502,48 58 59 65
00004183,24 50 65
00002228,3 52
00000299,37 54 71 73 85
00002134,10 30
00001034,8 48 59
00000989,56 58 76
00003886,24 48 70 84 87 95
00003563,48 58 65 73 89 96
00000893,48 89 101
00000946,56 66 72 87
00003466,37 56
00004112,30 32 67
00000716,54 66 82
00003667,10 17 31
00001912,8 14 52 73 76 84 85 87 94
00001249,58 59 61
00002887,33 37 58
00003019,46 66 87
00003781,70 96 101
00001836,8 31 58
00000551,58 59 89
00001880,12 17 32 0
00002313,14 37 89
00001913,13 64
00003847,49 61 94
00000251,5 8 84
00006617,1 5
00006806,9 45 89
00003995,52 58 73 94
00003849,54 73 87 94
00000276,52 78
00000703,52 58
00003570,47 66 72 73 87 93
00001622,14 84 89
00002623,48 59 70
00003101,48 66 87
00006317,68 80 99
00002844,8 30
00001684,30 58
00000074,48 49 52 66 70 0
00001558,12 30
00003921,46 70 80 84 88 93
00003962,5 30
00003007,8 56 84 88
00003058,5 52 84
00002891,46 70 84 85
00001998,52 63
00003470,47 81 93
00000706,46 66 76 94
00000958,12 30
00004074,47 59
00006366,54 66 73 85
00001259,8 30 41 42
00004047,30 44 67
00006502,24 76 92
00001061,37 54 84 85 87
00000560,3 48 52 58 80
00002186,50 59 87
00001017,48 59
00001804,29 67
00001340,70 71 82 84 87 96
00003093,5 13
00003984,47 48 58 70 84 93 95
00000364,51 70 72 96
00003406,46 84 85
00001962,8 30 32
00003950,46 73 77
00002256,48 84 87
00006548,11 55 58 71
00002915,65 87
00003159,12 31 37 44
00003468,58 61 73 84 85 87 101
00003334,48 66 87
00004055,11 46 52 58 73 82 93
00000123,30 58
00003138,10 31
00000322,37 51 66 96
00001358,30 56 67
00000508,37 48 73 84 89 93
00003428,24 50 67
00003993,8 52 67 70
00003156,11 47 96
00002030,37 52 67 70 85
00002229,48 52 79 80
00003045,48 59 66 92
00000590,3 50 52 58 92
00001320,38 52 58
00004104,25 29 30 38 52
00000924,9 56 66
00001589,5 9 82 84 88
00001433,51 70 84 91
00000257,58 80 93 96
00003260,37 48 50 52 70 96
00002024,3 67 73 89
00006609,9 10 81
00001620,28 48 49 58 80 94
00002881,8 58
00000226,5 13 52
00001612,48 59 64 96
00002970,8 10 30
00001175,48 70 72 84 87
00002521,37 54 70 73
00000475,5 15
00000442,9 58
00003888,46 58 84 87
00002451,46 66 84 95
00006495,47 55 91 98 100
00004188,8 46 70 73 80 89 93
00002663,37 48 70 85 89 95
00000144,48 87 93
00004173,46 66 72 84 87
00001611,37 48 73 89
00002235,10 48 59 80
00006333,9 11 24 46 80
00003589,3 52 73 76 94
00006824,8 36
00003824,46 59 70
00001465,46 70 84 93 101
00000022,14 25 29 44
00000147,52 65
00006352,70 73 82
00001208,5 44 48 82 0
00006496,15 45
00006475,8 30
00003012,46 64 73 82 84 93
00002041,48 73 90
00006823,36 58
00006818,55 58
00006456,12 36
00001234,4 10 30
00000768,44 58
00006618,1 5
00000040,48 84 87
00000532,24 50
00003948,48 64 70 77
00003395,56 64 87
00006733,14 37
00001637,48 70 76 84
00001974,14 41 87 89
00006613,32 34 38 42
00002117,24 31 89
00006729,68 73 94 0
00000688,35 54 70
00001141,52 83 84 88
00001379,5 14
00001504,48 70 84
00003362,13 44 58 67 82 94
00004240,52 62
00002178,9 28 52 73 89 94
00006767,40 48 52 58 80
00000852,9 46 58 67 73
00006612,40 70
00000693,47 70 82 93
00006476,40 56 89
00003712,46 58 73 80 93
00002857,37 54 73 87 89 91 0
00002613,3 54 73 80
00003717,37 54 87
00002707,33 44 58
00001033,48 66 76 84
00001901,9 47 58
00004154,54 67 84 96
00002868,47 70 84 88 95
00002246,36 58
00001734,46 49 72 96
00000830,24 58 77
00000670,10 31
00002783,58 73
00002053,48 64 80 84
00002755,54 73 81 87 93
00003600,46 64 67
00001931,70 82 84 96
00003594,47 66 70 77 84
00003191,11 48 52 89
00002116,48 70 87 101
00006692,35 52
00003057,8 10 30 32
00001287,52 58
00002090,48 66 85
00000918,51 66 73
00000639,54 66 72 84 87
00002529,65 73 87 94
00000185,58 94
00006608,37 53
00004243,10 25
00003275,48 84 90
00006626,12 34 94
00000529,52 67
00003949,46 66 84 96
00003900,9 46 47 58 70
00000354,48 72 84 87 89
00002197,8 25 31 40 44
00006755,40 49
00000765,54 66 87
00000109,5 73
00006682,11 15 37 78
00004202,37 54 70 73 94
00000913,46 93 95
00000381,8 46 59
00001640,9 30 33
00004015,64 67 94
00004160,8 48 87
00001376,46 70 95
00003607,8 48 59 66 73
00002523,46 84
00000018,55 58 73 76
00001008,73 82
00001172,67 73 82
00003679,48 93 96
00004199,9 11 46 52 68 76 88 89 92 93 101
00006487,75
00003815,48 70 95 101
00001543,24 48 84 87
00004301,37 58
00000611,46 66 87
00000756,10 25
00000000,48 66 90
00002187,47 48 58 66 87
00002494,35 49 58 82 0
00001048,48 59 70
00003569,50 85 94 0
00001862,48 57 71 89
00006555,9 35 47 81 89 93
00001229,49 58
00002108,48 58 73 91 93
00003068,48 52
00003136,37 58
00004111,8 46 70 85
00002611,52 87
00004061,41 50 65 73 0
00006530,51 71 89
00004238,37 58 101
00000091,58 59 70
00002280,37 67 70 82
00004109,47 58 70 93 95
00004133,8 9 73 84 88 94
00002853,5 9 58
00001268,37 48 82
00000943,8 24 46 52 58 94 95
00002916,37 56
00006431,8 10 20
00000862,9 46 59
00001805,48 52
00004189,58 69 71 73 89 93 94 98
00001870,31 52 58
00002080,8 29 30 36 37
00006721,39 52
00000795,5 57
00006629,4 27
00000723,52 73
00004198,13 14 24 48 58 93
00003609,56 59 70 73 96
00001796,3 47 52 93
00003288,8 31 52
00001845,4 30
00003001,8 10 30 32 33 40 42
00006532,20 72 87
00003149,8 30 58
00006760,28 56 89 90
00000079,30 58
00002727,46 70 84 87 98 0
00003817,46 52
00002145,37 67
00006717,8 40
00000814,52 73 82 84 88 89
00001178,37 58
00000898,46 58 59
00002712,37 54
00000245,32 52 66
00003287,8 30
00002378,48 58 59 80 94
00001148,8 48 52 66 87
00006764,48 87 98
00002568,3 15 41 67
00001386,31 48 66 80 96
00003330,25 30 41 52 67 89
00001905,21 47 52 59
00006741,3 5 17 19 22 23 25 47 73
00006725,68 76
00004398,9 37 54 71 84 85 89
00002327,24 41 44 50
00001701,2 15
00004232,48 66 84 87
00002045,10 85
00003598,46 70 94 96
00006691,38 47 96
00002586,64 85 98
00006728,37 48 98
00000582,52 58 89
00002952,51 70 85 95 0
00003620,46 85 93 98
00000507,37 54 70 84 96
00001630,49 70 93 95
00001871,37 56
00003715,52 56 59 70
00000376,5 52
00003013,47 70 84 96
00002352,46 70 87 101
00000597,47 58 70 87 91
00004137,48 65 82
00001626,10 30
00006735,48 66 70
00001275,47 70 87
00000443,48 73 91
00000093,10 30 89
00003091,8 48 58 73 80
00002013,47 84
00002791,10 30
00003246,52 73 82
00001936,24 65 87
00001758,37 48 95
00003112,8 31 47 80 87
00003545,48 70 87
00000771,8 30 52 58
00001803,8 58 59
00006349,56 76 80 94 98
00002760,48 65 87 101
00000749,13 58
00002693,8 10 30
00001916,46 58 70 84 93 96
00001174,47 70 72 87
00002612,48 70 84
00001599,8 31 32 41
00000687,47 59 66
00001230,30 58
00000932,58 80 82
00006436,45 83
00001576,57 81
00003359,9 13 23 58
00001830,9 50 67 73 80 82 93
00000454,52 58 73 80
00000916,47 70 89 93
00006831,24 65 92
00003100,54 59 66 84 87 96
00002626,80 94
00000453,5
00002461,37 48 89
00006839,19 56 66 93 94
00002366,82 84
00003044,9 48 58 70 87
00002650,4 5
00001919,8 10
00001185,37 48 65 89 95
00002525,48 73 80 91
00001328,5 8 58 71 84 88 89
00006361,58 73 84 89 101
00000210,8 30
00001648,13 67
00003672,54 66 87
00006551,13 58
00002987,48 70 84 87 96
00000513,56 58 64 80 84
00003637,10 13
00000231,14 37
00006580,24 73 89 97
00001122,30 58
00000935,9 46 52 58 73 80 93
00001130,48 59 87
00001529,46 58 72 82 84 89 93 98
00000426,25 47 58 77
00006697,46 49 66 76 88
00000710,8 58 80 84 87 89 94
00003937,47 87 0
00006784,49 65 87
00001096,5 44 46 58 80 0
00000063,14 44 89
00000849,10 32 45
00001709,73 77 80 82 87 89 91 93
00003278,46 52 70 96 0
00002741,46 52 70 89
00006704,10 32 37
00000664,11 64 67 70
00004221,47 58
00001214,46 52 58 65 96
00003227,24 49 67 93 94
00001450,54 66 82 87
00002174,47 70 85 94
00001812,46 59
00003910,46 70 96
00002444,11 14 37
00001411,10 57
00000415,25 90
00002420,46 58 82 0
00000180,37 67 89
00002027,8 41 58
00001887,8 37 50 89
00000365,37 54 66 87 100
00003676,46 52 58 67 73 80
00003531,8 10 30
00002452,46 52 70 85
00003846,8 30 58
00000164,24 49 50 66 73 93 98
00000491,46 52 59 70
00001291,3 8
00001395,8 48 88
00000399,8 11 13
00003730,5 28 58
00002397,30 58
00000051,52 67 73 89
00006803,68 97 98
00002278,48 52 80 82
00001784,48 73 87
00001353,10 23 31 33
00003131,61 73
00001228,48 58 73 92 94 0
00001928,35 37 46 70 73 77 89
00003841,10 11 46 0
00004024,54 72 87
00000835,52 54 58 89
00004196,56 70 84 95
00001600,16 24 49 58 67
00003495,30 40 42
00003761,14 24 50 58 73
00002777,37 47 62 66
00004393,48 66 70 93
00002648,54 73 80 82
00003282,8 46 52 59 84 95 98
00003861,48 70 84 85 101
00002949,50 67 70 93 96
00003407,46 59 70 96
00002988,52 82 84 88 94
00000081,67 73
00003242,47 58 93
00001023,13 44
00001953,46 52
00003707,25 41 58
00002007,47 52 70 87
00003071,46 58 66 93 96
00001884,54 66 77 84 101
00000195,48 57
00004044,51 70 85
00003526,48 66 73 87
00002667,8 14 27
00000037,48 52
00004037,11 51 66 67 73 80 93
00003469,28 52 84 87
00000211,14 30
00002157,8 29 30 41
00004135,9 52 67
00001555,48 50 59 66
00002268,47 59
00000291,24 52 58 66
00001527,37 42 59 82 84 89
00003304,8 46 48 80
00003474,47 70 87
00003615,24 49 58
00000298,32 33 67
00001855,46 70 0
00001523,11 48 73 93
00002324,44 52 54 67 73 80
00003193,52 84 88
00001135,46 70 84 91
00003792,4 8 31
00002490,24 49 52 58
00000619,46 64 73 89
00003724,52 70 96
00003938,48 70 95
00002603,46 58 66 87
00003912,38 52
00003301,3 37 47 89
00000667,28 48 66
00001897,16 58
00001518,8 10 31
00001827,54 84 85 87
00000207,46 84 87
00006834,5 9 27 89
00004234,46 58 70 84 93
00002489,49 61
00000689,47 80 82
00004031,52 58 73 80
00004291,8 10 31 32
00000990,9 14 46 58 80
00001966,8 62
00002914,46 70 72 84 87
00006835,17 58
00001505,10 29 30 31 32 34
00001408,3 52 93
00004029,52 59 67 77 82 84
00002889,47 66
00006837,18 28 76
00003063,30 32 33 49 67
00000315,9 28 48 73 87
00000733,48 59 70
00002109,58 61
00000017,3 46 67
00006815,36 47 67
00004064,3 46 52 58 73 80 82
00002255,13 14 24 50 58 70
00003412,35 67 82 84
00002430,8 62 80 84
00003253,48 50 70 84
00001542,9 52 58 73 96
00004136,10 46 59
00004090,48 70 84
00006452,9 10 17
00000565,67 93 94
00003297,24 48 50 56 73 80 93
00002731,47 65 84
00002563,58 70 95
00000302,52 54 58 81 85
00004262,25 67
00003291,25 31 41 44
00003943,47 59 87
00004216,28 46 58 73 80 91
00006766,14 44 89
00001479,41 67
00001043,10 14 46 52 59 70
00001772,9 34 48 52 67 73 80
00003321,46 70 84
00006462,51 70 84
00004357,46 65 93 94 95 101
00001975,3 46 58 73 80 94
00001677,3 21 48 52 58
00000953,30 40 58
